BUS1 BUS2 BUS3 CI G_MAG B_MAG WI1 WI2 WI3 WI_V WI_A ARE OWN NAME BUS4 NAME2
1804 1132 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGSCAF-MS013-CGSCAF-M  
1804 1132 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGSCAF-MS013-CGSCAF-M  
1805 1892 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGJABR-MS013-CGJABR-M  
1807 1135 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 ACLARA-MS013-ACLARA-M  
1808 1884 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 AMAMBA-MS013-AMAMBA-M  
1809 1883 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 COXIM--MS013-COXIM--M  
1810 1854 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 ATABOA-MS013-ATABOA-M  
1810 1854 0 02 0.000 0.000 1 1 0 0.000000 0.00000 209 0 ATABOA-MS013-ATABOA-M  
1811 1855 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 PARANA-MS013-PARANA-M  
1812 1856 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CASSIL-MS013-CASSIL-M  
1812 1856 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CASSIL-MS013-CASSIL-M  
1813 1857 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CHAPAD-MS034-CHAPAD-M  
1814 1133 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGCENT-MS013-CGCENT-M  
1814 1133 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGCENT-MS013-CGCENT-M  
1815 1134 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGMCOU-MS013-CGMCOU-M  
1815 1134 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGMCOU-MS013-CGMCOU-M  
1815 1134 0 03 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGMCOU-MS013-CGMCOU-M  
1816 1136 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGCUIA-MS013-CGCUIA-M  
1816 1136 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGCUIA-MS013-CGCUIA-M  
1818 1137 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CORUMB-MS013-CORUMB-M  
1818 1137 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CORUMB-MS013-CORUMB-M  
1820 1139 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 DOUMAX-MS013-DOUMAX-M  
1820 1139 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 DOUMAX-MS013-DOUMAX-M  
1821 1140 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 DOUNAC-MS013-DOUNAC-M  
1822 1887 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CRUZAL-MS013-CRUZAL-M  
1826 1128 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 DOUALV-MS013-DOUALV-M  
1827 1141 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 ELDORA-MS034-ELDORA-M  
1828 1127 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 JARDIM-MS013-JARDIM-M  
1829 1145 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 MARACA-MS013-MARACA-M  
1830 1146 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 MIRAND-MS013-MIRAND-M  
1831 1147 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 NANDRA-MS013-NANDRA-M  
1833 1893 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 RVERDE-MS013-RVERDE-M  
1840 1882 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 RBRILH-MS034-RBRILH-M  
1848 1847 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 NAVIRA-MS013-NAVIRA-M  
1851 1880 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 PTPORA-MS013-PTPORA-M  
1855 10231 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 PARANA-MS138-PARANA-M  
1860 1858 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CRICA--MS034-CRICA--M  
1860 9695 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CRICA--MS034-CRICA-PC  
1866 1864 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 SDOMINUHE002-SDOMIN-M  
1869 9852 0 01 0.000 0.000 1 1 0 0.000000 0.00000 405 0 ANGELIBIO013-ANGELI-M  
1869 9852 0 02 0.000 0.000 1 1 0 0.000000 0.00000 405 0 ANGELIBIO013-ANGELI-M  
1872 1875 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 SFERNA-MS138-SFERNABI  
1876 1879 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 MVERDE-MS138-MVERDEBI  
1878 1888 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 LDCRBR-MS138-LDCBRIBI  
1878 1888 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 LDCRBR-MS138-LDCBRIBI  
1880 10025 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 PTPORA-MS138-PTPORA-M  
1882 10027 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 RBRILH-MS138-RBRILH-M  
1882 10027 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 RBRILH-MS138-RBRILH-M  
1886 1846 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CAARAP-MS138-CAARAP-M  
1889 10362 0 01 0.000 0.000 1 1 0 0.000000 0.00000 402 0 IMBIRU-MS230-IMBIRUCE  
1889 1890 43368 03 0.000 0.000 1 1 1 0.987184 -24.93403 402 0 IMBIRU-MS230-IMB--3-M 43367 IMB--3-MS000
1889 1890 43390 01 0.000 0.000 1 1 1 0.987229 -24.88710 402 0 IMBIRU-MS230-IMB--1-M 43388 IMB--1-MS000
1889 1890 43391 02 0.000 0.000 1 1 1 0.986299 -24.66073 402 0 IMBIRU-MS230-IMB--2-M 43389 IMB--2-MS000
1890 923 0 04 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGIMBI-MS138-WARJO4UT  
1890 924 0 05 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGIMBI-MS138-WARJO5UT  
1890 927 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGIMBI-MS138-WARJO1UT  
1890 928 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGIMBI-MS138-WARJO2UT  
1890 929 0 03 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGIMBI-MS138-WARJO3UT  
1891 10233 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 CGINDU-MS138-CGINDU-M  
1894 1873 0 01 0.000 0.000 1 1 0 0.000000 0.00000 403 0 UCAARA-MS138-CAARAPBI  
1894 1873 0 02 0.000 0.000 1 1 0 0.000000 0.00000 403 0 UCAARA-MS138-CAARAPBI  
1894 10144 0 03 0.000 0.000 1 1 0 0.000000 0.00000 403 0 UCAARA-MS138-CAARA3BI  
1898 1899 43836 01 0.000 0.000 1 1 1 0.981488 -10.95738 402 0 PARAI2-MS230-PAR2-1-M 43447 PAR2-1-MS000
1898 1899 43861 02 0.000 0.000 1 1 1 0.981488 -10.95738 402 0 PARAI2-MS230-PAR2-2-M 43448 PAR2-2-MS000
1904 1902 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 CARDOS-SP138-CARDOS-S  
1952 639 0 03 0.000 0.000 1 1 0 0.000000 0.00000 210 0 DRACEN-SP069-DRACE1-S  
1952 639 0 04 0.000 0.000 1 1 0 0.000000 0.00000 210 0 DRACEN-SP069-DRACE1-S  
2031 2046 0 01 0.000 0.000 1 1 0 0.000000 0.00000 210 0 OURIN-UHE003-OUR1-Y-S  
2035 2037 41611 02 0.000 0.000 1 1 1 0.962207 -36.52074 205 0 CERQU3-SP230-CRQ3T2-S 41610 CRQ3T2-SP000
2035 2037 41613 04 0.000 0.000 1 1 1 0.962483 -36.55660 205 0 CERQU3-SP230-CRQ3T4-S 41612 CRQ3T4-SP000
2040 626 0 01 0.000 0.000 1 1 0 0.000000 0.00000 211 0 BOTUCA-SP088-BOTUCA-S  
2040 626 0 02 0.000 0.000 1 1 0 0.000000 0.00000 211 0 BOTUCA-SP088-BOTUCA-S  
2051 2063 2064 01 0.000 0.000 1 1 1 0.991821 -31.45382 3 0 CAN-G1PCH013-CANA-A-R 2062 CANA-A-RS000
2055 9250 0 01 0.000 0.000 1 1 0 0.000000 0.00000 3 0 SAPATR-RS138-SAPATR-R  
2058 2050 0 01 0.000 0.000 1 1 0 0.000000 0.00000 3 0 BUGRES-RS069-BUGRESPC  
2058 10424 0 01 0.000 0.000 1 1 0 0.000000 0.00000 3 0 BUGRES-RS069-BUGRES-R  
2061 9675 0 01 0.000 0.000 1 1 0 0.000000 0.00000 3 0 CRUZAL-RS138-CAL1-A-R  
2064 2060 0 01 0.000 0.000 1 1 0 0.000000 0.00000 3 0 CANAST-RS138-CANA-B-R  
2065 9557 0 01 0.000 0.000 1 1 0 0.000000 0.00000 3 0 CANAS2-RS138-CANAS2-R  
2068 2067 0 03 0.000 0.000 1 1 0 0.000000 0.00000 3 0 CACHOE-RS138-CACHOE-R  
2074 1380 0 01 0.000 0.000 1 1 0 0.000000 0.00000 4 0 PELOT4-RS138-PELOT4-R  
2078 2079 41095 01 0.000 0.000 1 1 1 1.011166 -32.99051 2 0 MISSOE-RS230-MIS--1-R 41294 MIS--1-RS000
2078 2079 41096 02 0.000 0.000 1 1 1 1.010740 -32.98488 2 0 MISSOE-RS230-MIS--2-R 41295 MIS--2-RS000
2078 2079 41097 03 0.000 0.000 1 1 1 1.010793 -32.98449 2 0 MISSOE-RS230-MIS-3--R 41296 MIS-3--RS000
2080 2085 0 01 0.000 0.000 1 1 0 0.000000 0.00000 2 0 LIVRA3-RS230-LIVRA3SI  
2081 2083 0 04 0.000 0.000 1 1 0 0.000000 0.00000 3 0 LAJEA2-RS069-LAJE2A-R  
2081 10142 0 05 0.000 0.000 1 1 0 0.000000 0.00000 3 0 LAJEA2-RS069-LAJE2B-R  
2082 41046 41048 01 0.000 0.000 1 1 1 0.989364 -39.86200 5 0 CIAGRA-RS230-CIAG-1-R 41247 CIAG-1-RS000
2082 41047 41049 02 0.000 0.000 1 1 1 0.988641 -39.96139 5 0 CIAGRA-RS230-CIAG-2-R 41248 CIAG-2-RS000
2089 2090 2091 01 0.000 0.000 1 1 1 1.018397 -40.95002 3 0 SCHARL-RS013-SCHARL-R 2093 SCHARL-RS000
2090 9780 41159 01 0.000 0.000 1 1 1 1.016126 -40.79854 3 0 SCHARL-RS138-SC2--1-R 41360 SC2--1-RS000
2090 9780 41161 03 0.000 0.000 1 1 1 1.016142 -40.79303 3 0 SCHARL-RS138-SC2--3-R 41361 SC2--3-RS000
2090 9780 41160 02 0.000 0.000 1 1 1 1.015716 -40.91572 3 0 SCHARL-RS138-SC2--2-R 41362 SC2--2-RS000
2096 41208 41210 01 0.000 0.000 1 1 1 0.988717 -38.38686 5 0 VIPAL--RS230-VIP--1-R 41407 VIP--1-RS000
2096 41209 41210 02 0.000 0.000 1 1 1 0.988717 -38.38686 5 0 VIPAL--RS230-VIP--2-R 41408 VIP--2-RS000
2120 2101 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 GP+YFS-SP138-GAVIA-BI  
2125 2126 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 JA+ANT-SP138-JA+LAM-S  
2128 2129 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 LA+ESP-SP138-LA+TQT-S  
2130 2131 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 PIRANG-SP138-PIRANG-S  
2147 2148 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 BAUR---SP138-BAURU--S  
2162 2163 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 LI+YBT-SP138-LINS---S  
2191 2192 0 01 0.000 0.000 1 1 0 0.000000 0.00000 207 0 CARIOB-SP138-CARIOB-S  
2224 2225 0 01 0.000 0.000 1 1 0 0.000000 0.00000 207 0 PIRACB-SP138-PIRACB-S  
2241 2242 0 01 0.000 0.000 1 1 0 0.000000 0.00000 207 0 TANQUI-SP138-TANQUI-S  
2257 4279 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 BATATA-SP138-BATATA-S  
2261 2262 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 CATU---SP138-CA+M+PBI  
2261 2262 0 02 0.000 0.000 1 1 0 0.000000 0.00000 208 0 CATU---SP138-CA+M+PBI  
2277 2278 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 MORROC-SP138-MORROC-S  
2282 2283 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 PIONER-SP138-PI+SJB-S  
2296 2297 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 ARACAT-SP138-ARACAT-S  
2296 4293 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 ARACAT-SP138-ARACA2-S  
2310 2302 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 BARRE2-SP138-BARRET-S  
2320 2321 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 J.PAUL-SP138-J.PAUL-S  
2328 2323 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 MIR+AE-SP138-MIRASS-S  
2328 4292 0 02 0.000 0.000 1 1 0 0.000000 0.00000 209 0 MIR+AE-SP138-MIRAS2-S  
2353 9332 0 01 0.000 0.000 1 1 0 0.000000 0.00000 102 0 CASSOB-PR230-CASS-1-P  
2353 9700 0 02 0.000 0.000 1 1 0 0.000000 0.00000 102 0 CASSOB-PR230-CASS-2-P  
2353 2354 43225 01 0.000 0.000 1 1 1 1.008739 -33.97984 102 0 CASSOB-PR230-CAS--A-P 43272 CAS--A-PR000
2353 2354 43226 02 0.000 0.000 1 1 1 1.008739 -33.97984 102 0 CASSOB-PR230-CAS--B-P 43273 CAS--B-PR000
2367 2350 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 CHAMIN-PR069-CHAMINPC  
2374 2352 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 GUARIC-PR069-GUARICPC  
2377 43209 43211 01 0.000 0.000 1 1 1 0.990969 -36.67628 104 0 CCPRB--PR230-POR--1-P 43213 POR--1-PR000
2377 43210 43212 02 0.000 0.000 1 1 1 0.990969 -36.67628 104 0 CCPRB--PR230-POR--2-P 43214 POR--2-PR000
2383 2459 43215 01 0.000 0.000 1 1 1 1.003871 -33.20816 103 0 PFISCA-PR138-PFI--A-P 43293 PFI--A-PR000
2383 2459 43312 02 0.000 0.000 1 1 1 1.005238 -33.10205 103 0 PFISCA-PR138-PFI--B-P 43301 PFI--B-PR000
2397 9537 43332 01 0.000 0.000 1 1 1 1.002741 -35.48921 103 0 SQUITE-PR069-SQU--1-P 43330 SQU--1-PR000
2397 9537 43333 02 0.000 0.000 1 1 1 1.002756 -35.47721 103 0 SQUITE-PR069-SQU--2-P 43331 SQU--2-PR000
2399 43218 43220 01 0.000 0.000 1 1 1 1.020289 -32.31755 104 0 SGUAIR-PR230-SGU--1-P 43219 SGU--1-PR000
2423 2435 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 JAGUAR-PR138-JAGUAR-P  
2423 9323 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 JAGUAR-PR138-JAGUAR-P  
2431 2432 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 TELBOR-PR138-TELBOR-P  
2431 2432 0 02 0.000 0.000 1 1 0 0.000000 0.00000 103 0 TELBOR-PR138-TELBOR-P  
2431 2432 0 03 0.000 0.000 1 1 0 0.000000 0.00000 103 0 TELBOR-PR138-TELBOR-P  
2476 2475 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 FUNDAO-PR138-FUNDAOUH  
2477 2478 43193 01 0.000 0.000 1 1 1 0.997417 -35.65857 102 0 SMONIC-PR230-SMO--A-P 43285 SMO--A-PR000
2477 2478 43194 02 0.000 0.000 1 1 1 0.997754 -35.69859 102 0 SMONIC-PR230-SMO--B-P 43286 SMO--B-PR000
2485 2481 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 FIGUEI-PR138-FIGUEIUT  
2496 43204 0 01 0.000 0.000 1 1 0 0.000000 0.00000 104 0 CISA---PR230-CIS--P-P  
2498 2499 0 01 0.000 0.000 1 1 0 0.000000 0.00000 103 0 CFACAR-PR138-CFACAR-P  
2502 2554 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-TG--DF138-SE-TG--D  
2502 2554 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-TG--DF138-SE-TG--D  
2510 3612 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-RF--DF138-SE-RF--D  
2510 3612 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-RF--DF138-SE-RF--D  
2511 3609 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-TN--DF138-SE-TN--D  
2511 3609 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-TN--DF138-SE-TN--D  
2513 2570 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-BN--DF138-BN-04--D  
2513 2592 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-BN--DF138-BN-01--D  
2513 2593 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-BN--DF138-BN-02--D  
2513 2594 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-BN--DF138-BN-03--D  
2514 2573 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-BC--DF138-SE-BC--D  
2515 3645 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-CD--DF138-SE-CD--D  
2515 3645 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-CD--DF138-SE-CD--D  
2516 3636 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE--JK-DF138-SE--JK-D  
2518 2535 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-ST--DF138-SE-ST--D  
2518 2535 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-ST--DF138-SE-ST--D  
2522 3611 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-SO--DF138-SE-SO--D  
2522 3611 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-SO--DF138-SE-SO--D  
2525 2599 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-MG--DF138-SE-MG--D  
2525 2599 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-MG--DF138-SE-MG--D  
2526 3641 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 CORUM4-GO138-CORUM4UH  
2528 3642 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 CORUM3-GO138-CORUM3UH  
2528 3642 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 CORUM3-GO138-CORUM3UH  
2529 3634 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-VA--DF069-SE-VA--D  
2529 3634 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-VA--DF069-SE-VA--D  
2535 3633 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-ST--DF069-SE-ST--D  
2536 3629 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-PL--DF069-SE-PL--D  
2536 3629 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-PL--DF069-SE-PL--D  
2537 3630 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-PD--DF069-SE-PD--D  
2537 3630 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-PD--DF069-SE-PD--D  
2537 3630 0 03 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-PD--DF069-SE-PD--D  
2538 3631 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-SJ--DF069-SE-SJ--D  
2539 3608 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-NB--DF138-SE-NB--D  
2540 3637 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-BA--DF069-SE-BA--D  
2541 3613 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-01--DF034-SE-01--D  
2541 3613 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-01--DF034-SE-01--D  
2541 3613 0 03 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-01--DF034-SE-01--D  
2542 3614 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-02--DF034-SE-02--D  
2542 3614 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-02--DF034-SE-02--D  
2542 3614 0 03 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-02--DF034-SE-02--D  
2543 3617 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-05--DF034-SE-05--D  
2546 3605 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-GR--DF034-SE-GR--D  
2547 3647 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-GM--DF138-SE-GM2-D  
2547 3647 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-GM--DF138-SE-GM2-D  
2557 3607 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-BZ--DF034-SE-BZ--D  
2560 3660 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-06B-DF138-SE-06B-D  
2560 3660 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-06B-DF138-SE-06B-D  
2561 3661 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-5-2-DF034-SE-5-1-D  
2562 3662 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-GR2-DF034-SE-GR2-D  
2563 3663 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-8-2-DF034-SE-8-2-D  
2565 3680 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-RJ--DF138-SE-RJ--D  
2566 3666 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-NW--DF138-SE-NW--D  
2566 3666 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-NW--DF138-SE-NW--D  
2567 3657 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-PW--DF138-SE-PW--D  
2567 3657 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-PW--DF138-SE-PW--D  
2570 2569 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 BN-04--DF000-SE-BN2-D  
2574 3615 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-03--DF034-SE-03--D  
2574 3615 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-03--DF034-SE-03--D  
2574 3615 0 03 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-03--DF034-SE-03--D  
2575 3616 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-04--DF034-SE-04--D  
2575 3616 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-04--DF034-SE-04--D  
2575 3616 0 03 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-04--DF034-SE-04--D  
2579 3619 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-07--DF034-SE-07--D  
2579 3619 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-07--DF034-SE-07--D  
2580 3620 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-08--DF034-SE-08--D  
2581 3621 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-09--DF034-SE-09--D  
2581 3621 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-09--DF034-SE-09--D  
2582 3622 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-10--DF034-SE-10--D  
2582 3622 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-10--DF034-SE-10--D  
2583 3628 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-SB--DF034-SE-SB--D  
2583 3628 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-SB--DF034-SE-SB--D  
2590 8910 0 01 0.000 0.000 1 1 0 0.000000 0.00000 302 0 UTEVNA-ES345-VIANA1UT  
2590 8911 0 01 0.000 0.000 1 1 0 0.000000 0.00000 302 0 UTEVNA-ES345-VIANA2UT  
2591 3623 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 UPA----DF034-PARANOPC  
2591 3623 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 UPA----DF034-PARANOPC  
2591 3623 0 03 0.000 0.000 1 1 0 0.000000 0.00000 564 0 UPA----DF034-PARANOPC  
2592 2572 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 BN-01--DF000-SE-BN--D  
2593 2572 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 BN-02--DF000-SE-BN--D  
2594 2572 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 BN-03--DF000-SE-BN--D  
2598 3640 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SE-SS--DF034-SE-SS--D  
2603 2620 2621 01 0.000 0.000 1 1 1 1.001586 -8.22005 304 0 CARAP1-ES013-CARAPN-E 2691 CARAPN-ES000
2607 2606 0 01 0.000 0.000 1 1 0 0.000000 0.00000 306 0 BOAPAB-ES069-BOAPAB-E  
2610 2609 0 01 0.000 0.000 1 1 0 0.000000 0.00000 304 0 ALAGE1-ES034-A.LAGE-E  
2610 2609 0 02 0.000 0.000 1 1 0 0.000000 0.00000 304 0 ALAGE1-ES034-A.LAGE-E  
2611 2609 0 01 0.000 0.000 1 1 0 0.000000 0.00000 304 0 ALAGE2-ES034-A.LAGE-E  
2611 2609 0 02 0.000 0.000 1 1 0 0.000000 0.00000 304 0 ALAGE2-ES034-A.LAGE-E  
2612 8900 0 01 0.000 0.000 1 1 0 0.000000 0.00000 306 0 ARCEL--ES138-ARCEL2UT  
2612 8900 0 02 0.000 0.000 1 1 0 0.000000 0.00000 306 0 ARCEL--ES138-ARCEL2UT  
2612 8901 0 01 0.000 0.000 1 1 0 0.000000 0.00000 306 0 ARCEL--ES138-ARCEL3UT  
2612 8901 0 02 0.000 0.000 1 1 0 0.000000 0.00000 306 0 ARCEL--ES138-ARCEL3UT  
2612 8903 0 01 0.000 0.000 1 1 0 0.000000 0.00000 306 0 ARCEL--ES138-ARCEL--E  
2612 8903 0 02 0.000 0.000 1 1 0 0.000000 0.00000 306 0 ARCEL--ES138-ARCEL--E  
2614 2616 2617 01 0.000 0.000 1 1 1 1.002246 -5.51944 305 0 CACHOE-ES138-CACH1--E 2697 CACH1--ES000
2615 2614 0 01 0.000 0.000 1 1 0 0.000000 0.00000 305 0 CACHOE-ES069-CACHOE-E  
2615 2614 0 02 0.000 0.000 1 1 0 0.000000 0.00000 305 0 CACHOE-ES069-CACHOE-E  
2620 2651 2657 01 0.000 0.000 1 1 1 1.000130 -10.31652 304 0 CARAPI-ES138-CARAP2-E 2692 CARAP2-ES000
